Preço;Tamanho;Quartos;Banheiros;Vagas;Bairro;Endereço
R$ 1.250.000;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Dona Clara;Rua Bento Mendes Castanheira
R$ 456.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Heliópolis;Rua Doutor Cinyras Ladeira
R$ 400.000;Tamanho do imóvel70 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Floresta;Rua Pouso Alegre
R$ 1.530.000;Tamanho do imóvel134 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Cidade Nova;
R$ 549.000;Tamanho do imóvel59 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Estrela do Oriente;Rua Chico Rei
R$ 540.000;Tamanho do imóvel85 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Rosa;Rua Quintino Bocaiúva
N/D;Tamanho do imóvel105-110 m²;Quantidade de quartos4;Quantidade de banheiros1-3;Quantidade de vagas de garagem2;Buritis;Rua Ernani Agricola
R$ 799.000;Tamanho do imóvel152 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Santa Cruz;Rua Padre Felipe da Silva
R$ 1.225.000;Tamanho do imóvel104 m²;Quantidade de quartos3;Quantidade de banheiros2-3;Quantidade de vagas de garagem2;Funcionários;Rua Rio Grande do Norte
R$ 379.000;Tamanho do imóvel53 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Mônica;Rua Dorival Machado
R$ 510.000;Tamanho do imóvel28 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Cidade Nova;Rua Doutor Plínio de Morais
R$ 680.000;Tamanho do imóvel136 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Serra;Rua Itaparica
R$ 290.000;Tamanho do imóvel30 m²;Quantidade de quartos1;Quantidade de banheiros1;N/D;Liberdade;Rua Intendente Câmara
R$ 749.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Avenida Deputado Cristóvam Chiaradia
R$ 1.190.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem4;Prado;
R$ 800.000;Tamanho do imóvel187 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Caiçara-Adelaide;Rua Nhanduti
R$ 400.000;Tamanho do imóvel98 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Nova Floresta;
R$ 890.000;Tamanho do imóvel98 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Barreiro;Rua Domiciano Vieira
R$ 1.390.000;Tamanho do imóvel140 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem4;Liberdade;
R$ 299.000;Tamanho do imóvel75 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Planalto;Rua Ely Murilo Cláudio
R$ 939.000;Tamanho do imóvel86 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem3;Cidade Nova;Rua Doutor Plínio de Morais
R$ 595.000;Tamanho do imóvel101 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Efigênia;Rua Itaí
R$ 470.000;Tamanho do imóvel78 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Jardim Montanhês;Rua Boreal
R$ 750.000;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Alto Caiçaras;Rua Sepetiba
R$ 1.320.000;Tamanho do imóvel86 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Cruzeiro;Rua Bambuí
R$ 700.000;Tamanho do imóvel74 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Castelo;Rua José Mendes de Carvalho
R$ 650.000;Tamanho do imóvel84 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Castelo;Rua Desembargador José Satyro
N/D;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;São Pedro;Rua Major Lopes
R$ 730.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Antônio;Rua Abre Campo
R$ 980.000;Tamanho do imóvel90 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem1;Boa Viagem;Rua Sergipe
R$ 345.000;Tamanho do imóvel57 m²;Quantidade de quartos2;Quantidade de banheiros1-2;Quantidade de vagas de garagem1;Coqueiros;Rua Nove de Maio
R$ 470.000;Tamanho do imóvel68 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Paulo;
R$ 750.000;Tamanho do imóvel148 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem1;Cruzeiro;Avenida Afonso Pena
R$ 370.000;Tamanho do imóvel50 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Piratininga (Venda Nova);Rua Alberto de Freitas Ramos
R$ 410.000;Tamanho do imóvel130 m²;Quantidade de quartos4;Quantidade de banheiros1;Quantidade de vagas de garagem2;Lagoinha Leblon (Venda Nova);Rua Laranjeiras
N/D;Tamanho do imóvel98 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Cidade Nova;Rua Tabelião Ferreira de Carvalho
R$ 450.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Santa Terezinha;
R$ 285.000;Tamanho do imóvel28 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Bandeirantes (Pampulha);Avenida Otacílio Negrão de Lima
R$ 464.001;Tamanho do imóvel53 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Amélia;Rua das Castanheiras
R$ 1.640.046;Tamanho do imóvel107 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Anchieta;Rua Francisco Deslandes
R$ 1.400.000;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Liberdade;Rua Duarte da Costa
R$ 950.000;Tamanho do imóvel69 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem2;Anchieta;Rua Montes Claros
R$ 980.000;Tamanho do imóvel160 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Gutierrez;
R$ 699.000;Tamanho do imóvel171 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;
R$ 790.000;Tamanho do imóvel105 m²;Quantidade de quartos3;Quantidade de banheiros2-3;N/D;Savassi;Rua Rio Grande do Norte
N/D;Tamanho do imóvel155 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Amélia;Rua Comendador Teixeira da Costa
R$ 501.500;Tamanho do imóvel53 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Amélia;Rua das Castanheiras
R$ 469.000;Tamanho do imóvel87 m²;Quantidade de quartos2;Quantidade de banheiros1-2;Quantidade de vagas de garagem1-2;Rio Branco;Rua Diva
R$ 660.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Coração de Jesus;Rua Donato da Fonseca
R$ 980.000;Tamanho do imóvel120 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Caiçara-Adelaide;Rua Vila Rica
R$ 1.380.000;Tamanho do imóvel73-77 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;São Lucas;Rua Manaus
R$ 680.000;Tamanho do imóvel60 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sagrada Família;Rua Maria Martins Guimarães
R$ 820.000;Tamanho do imóvel86 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Floresta;Rua Napoleão Laureano
R$ 795.000;Tamanho do imóvel120 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Ouro Preto;Rua Professor Domício Murta
R$ 1.150.000;Tamanho do imóvel130 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Silveira;Rua Salgueiro
R$ 720.000;Tamanho do imóvel38 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem2;Savassi;Rua Professor Moraes
N/D;Tamanho do imóvel127 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem2;Carmo;Rua Rio Verde
R$ 870.000;Tamanho do imóvel96 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Serra;Rua Herval
R$ 1.900.000;Tamanho do imóvel176 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Buritis;Rua Tereza Mota Valadares
R$ 1.550.000;Tamanho do imóvel130 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Funcionários;Rua Piauí
R$ 456.159;Tamanho do imóvel87 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Mantiqueira;Rua Jornalista Paulo Heneine
R$ 438.130;Tamanho do imóvel59 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Caiçaras;Rua Renato Nascimento
R$ 1.300.000;Tamanho do imóvel109 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Sion;Rua Nicarágua
R$ 5.200.000;Tamanho do imóvel576 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem4;Serra;Rua Pirapetinga
R$ 480.000;Tamanho do imóvel81-85 m²;Quantidade de quartos3;Quantidade de banheiros2-3;Quantidade de vagas de garagem1;Floresta;Rua Salinas
R$ 1.590.000;Tamanho do imóvel110 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Agostinho;Rua Alvarenga Peixoto
N/D;Tamanho do imóvel135 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Antônio;Rua Santo Antônio do Monte
R$ 2.150.000;Tamanho do imóvel228 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem4;São José;Avenida Coronel José Dias Bicalho
R$ 1.970.000;Tamanho do imóvel162 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Cruzeiro;
R$ 850.000;Tamanho do imóvel198 m²;Quantidade de quartos4;Quantidade de banheiros3;N/D;Centro;Rua dos Goitacazes
R$ 1.480.000;Tamanho do imóvel155 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem4;Jaraguá;Rua Bacupã
R$ 525.000;Tamanho do imóvel67 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Palmeiras;
R$ 1.400.000;Tamanho do imóvel80 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Cidade Nova;
R$ 1.290.000;Tamanho do imóvel66 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Agostinho;Rua dos Aimorés
R$ 550.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros2;N/D;Jardim Guanabara;Rua Alga Verde
R$ 548.000;Tamanho do imóvel78 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Mônica;Rua dos Javaês
R$ 1.250.000;Tamanho do imóvel127 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;São Luiz;Rua Maestro Francisco Flores
R$ 6.700.000;Tamanho do imóvel480 m²;Quantidade de quartos4;Quantidade de banheiros7;N/D;Santa Lúcia;Rua Zodíaco
N/D;Tamanho do imóvel157 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem1;Funcionários;Avenida Brasil
R$ 510.000;Tamanho do imóvel135 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Santa Cruz;
R$ 1.780.000;Tamanho do imóvel102 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Lourdes;Rua dos Aimorés
R$ 2.450.000;Tamanho do imóvel127 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Centro;Rua Rio Grande do Sul
R$ 1.816.000;Tamanho do imóvel94 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Carmo;Rua Outono
R$ 650.000;Tamanho do imóvel230 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Jardim Atlântico;Rua Bento Nogueira
R$ 1.260.000;Tamanho do imóvel84 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Prado;Rua Rubi
R$ 877.990;Tamanho do imóvel66 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Serra;Rua Pouso Alto
N/D;Tamanho do imóvel97 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Lourdes;Rua da Bahia
R$ 680.000;Tamanho do imóvel95 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Castelo;Rua Elson Nunes de Souza
R$ 490.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Jardim Leblon;
R$ 1.010.455;Tamanho do imóvel62 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Savassi;
R$ 700.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Amélia;
R$ 980.000;Tamanho do imóvel131 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Palmares;
R$ 320.000;Tamanho do imóvel60 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Ventosa;Rua Paulo Piedade Campos
R$ 1.199.000;Tamanho do imóvel158 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem4;Liberdade;
N/D;Tamanho do imóvel172 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Liberdade;
R$ 1.350.000;Tamanho do imóvel98 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Lourdes;
R$ 375.000;Tamanho do imóvel53 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Copacabana;
R$ 1.199.000;Tamanho do imóvel117 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem4;Liberdade;Rua Aureliano Lessa
R$ 795.000;Tamanho do imóvel151 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Santa Amélia;
R$ 419.000;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Branca;
N/D;Tamanho do imóvel135 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Mônica;
R$ 834.842;Tamanho do imóvel70 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Efigênia;Avenida do Contorno
R$ 450.000;Tamanho do imóvel92 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Candelária;
N/D;Tamanho do imóvel110 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem3;Barreiro;
R$ 465.000;Tamanho do imóvel40 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Barro Preto;Rua Araguari
R$ 4.450.000;Tamanho do imóvel84 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem4;Anchieta;Rua Joaquim Linhares
R$ 498.000;Tamanho do imóvel84 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Rio Branco;Rua Vera Lúcia
R$ 830.000;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;N/D;Belvedere;Rua Desembargador Jorge Fontana
R$ 799.000;Tamanho do imóvel57 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem2;Prado;Rua Turquesa
R$ 410.000;Tamanho do imóvel85 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Renascença;Rua Javari
R$ 1.060.000;Tamanho do imóvel160 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem3;Santo Agostinho;Rua Araguari
R$ 380.000;Tamanho do imóvel75 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Piratininga (Venda Nova);Rua Andradina
N/D;Tamanho do imóvel147 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;São Pedro;Rua Raul Pompéia
R$ 2.840.000;Tamanho do imóvel150 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem3;Sion;Avenida dos Bandeirantes
R$ 340.000;Tamanho do imóvel58 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Concórdia;Rua Itapeva
R$ 550.000;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sagrada Família;Rua Santo Agostinho
N/D;Tamanho do imóvel380 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Funcionários;Rua Ceará
R$ 548.865;Tamanho do imóvel39 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem1;Estoril;Avenida Raja Gabaglia
R$ 680.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Castelo;
R$ 650.000;Tamanho do imóvel78 m²;Quantidade de quartos3;Quantidade de banheiros2-3;Quantidade de vagas de garagem2;Itapoã;Rua Professor Hermínio Guerra
R$ 628.000;Tamanho do imóvel152 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Santa Mônica;Rua dos Javaês
R$ 420.000;Tamanho do imóvel60 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Candelária;Rua Varzelândia
R$ 2.350.000;Tamanho do imóvel145-147 m²;Quantidade de quartos4;Quantidade de banheiros3-4;Quantidade de vagas de garagem4;Carmo;Rua Passa Tempo
R$ 880.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Rua Lauro Ferreira
R$ 420.000;Tamanho do imóvel105 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Santa Mônica;Rua dos Astecas
N/D;Tamanho do imóvel360 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Letícia;Rua Marcelino Pereira de Souza
R$ 620.000;Tamanho do imóvel130 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem1;Sion;Rua do Uruguai
R$ 650.000;Tamanho do imóvel70 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Paraíso;Rua Horizonte
R$ 390.000;Tamanho do imóvel60 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Coração de Jesus;Rua Simão Irffi
R$ 468.000;Tamanho do imóvel65-67 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Jardim Atlântico;Rua Carlos Sá
R$ 299.000;Tamanho do imóvel74 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Rio Branco;
R$ 1.700.000;Tamanho do imóvel228 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Serra;Rua Professor Estevão Pinto
R$ 2.500.000;Tamanho do imóvel180 m²;Quantidade de quartos4;Quantidade de banheiros1;Quantidade de vagas de garagem3;Santa Efigênia;Avenida Carandaí
N/D;Tamanho do imóvel260 m²;Quantidade de quartos4;Quantidade de banheiros4;Quantidade de vagas de garagem3;Ipiranga;Rua Seritinga
R$ 310.000;Tamanho do imóvel55 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Serrano;Avenida Henfil
R$ 463.000;Tamanho do imóvel68 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Rio Branco;Rua Newton da Costa Silveira
